file_name,condition
10ab7e07-00000000,"Clear, Day"
0fc07ccd-14991933,"Rainy, Day"
b90b45ad-a54b1fbf,"Clear, Day"
0401de66-495d92ca,"Clear, Day"
082d5dee-53c30dad,"Rainy, Day"
5a1cdf76-5657b401,"Rainy, Day"
4ab94891-9512d411,"Clear, Day"
069837be-00000000,"Clear, Day"
7994c531-61021260,"Clear, Day"
1710645f-b36fa2e7,"Cloudy, Day"
a33bd120-bdbf4d33,"Clear, Day"
1ef7114a-86ef3770,"Rainy, Night"
2cdeb906-a249f995,"Clear, Day"
c1f4b883-97d48a35,"Clear, Dawn/Dusk"
64423e7e-4caf6cbf,"Clear, Day"
3287d65c-0e5f32ea,"Clear, Day"
68337b66-2d118189,"Clear, Day"
00e9be89-00001065,"Clear, Day"
4d57d6d9-02d638bd,"Clear, Day"
97871f2b-7a4f67ca,"Clear, Day"
1dcbf95d-cfac3bac,"Clear, Day"
31b3a4ce-524f07ab,"Clear, Day"
5b1d2f41-aeec0000,"Rainy, Night"
0f959aac-24823e01,"Clear, Day"
6305400d-9656513a,"Clear, Day"
5ddd4d4e-9251bf03,"Clear, Day"
00e9be89-00001780,"Clear, Day"
03799690-f07f24c0,"Clear, Day"
1fe954fc-4516b71d,"Clear, Day"
6c9129b1-21004e9b,"Clear, Day"
06ebf6cd-0c123777,"Clear, Day"
00e9be89-00001640,"Rainy, Day"
4a1511bc-9facb247,"Clear, Day"
371e9fbc-95869d5a,"Clear, Day"
2e51558a-cc87346e,"Clear, Day"
4a8f903a-6a505f5d,"Rainy, Day"
0027eed2-60fb0001,"Clear, Day"
58174c0b-2c69ceba,"Rainy, Day"
888dc3ca-2efc940f,"Clear, Day"
2e13b91e-00000000,"Clear, Day"
2c404e5c-2b5bfeb4,"Rainy, Day"
b728b79a-b1757497,"Clear, Day"
b0e2355d-5d91d031,"Clear, Day"
4105a34f-65cd69df,"Clear, Day"
21a2ca92-cb5c251a,"Clear, Day"
4454c9b2-e55411a6,"Clear, Day"
604456e2-df9b9fd4,"Clear, Day"
3feca4e0-680e4852,"Clear, Day"
35b5c7db-b427d68b,"Clear, Day"
539f9677-882ab7f3,"Rainy, Day"
2326b725-9092d0ad,"Clear, Day"
18ca58e1-03539563,"Clear, Day"
a40f1068-fc077f35,"Clear, Day"
734cfd60-ef1a7c63,"Clear, Day"
a2784a85-a35028c4,"Clear, Day"
2ce6b94f-fc3bec35,"Rainy, Day"
6d752ba2-0a0cf853,"Clear, Day"
3b9077f7-cd701c34,"Clear, Day"
31f42605-d26c5d76,"Clear, Day"
9724d02c-d0e2ba12,"Rainy, Night"
78f5ea10-3b438287,"Rainy, Dawn/Dusk"
1798c5d9-0e584ef1,"Clear, Day"
75b3cdd3-693bf40c,"Clear, Day"
53482c46-366366b4,"Clear, Day"
44babb70-10b348cc,"Clear, Night"
29965cec-f39c0001,"Rainy, Day"
0f11e283-a34ec892,"Clear, Day"
4395e532-5688e4fc,"Clear, Day"
1c4769f4-00000000,"Rainy, Day"
223712bb-ee836555,"Clear, Day"
92913eb6-27e8874c,"Clear, Day"
71325b00-3d341526,"Rainy, Day"
47240165-0a164810,"Clear, Day"
ae8bbd64-95a5f5bd,"Rainy, Day"
2b45a68f-887bbf11,"Clear, Day"
475f2744-076ed0b2,"Clear, Day"
42222674-00000000,"Rainy, Day"
4e767430-456e7cf7,"Clear, Day"
73760969-5f789e33,"Rainy, Day"
781bd859-c9d55e76,"Clear, Day"
4a70e756-29f00001,"Rainy, Night"
2a92cf41-00000000,"Clear, Day"
c877c1e3-775ff079,"Clear, Day"
645eb98a-49ef0000,"Clear, Day"
33fd1ff0-58c9a9a8,"Clear, Day"
10d8ff3e-82449229,"Clear, Day"
0e280165-84b9023a,"Clear, Day"
46707f2e-00000000,"Clear, Day"
4c207ec3-f835c66a,"Clear, Day"
b51aa35f-672053a6,"Clear, Day"
3b76e313-a4f861d4,"Clear, Day"
0a94788f-460bd0d2,"Clear, Day"
4a353700-cc2e06df,"Rainy, Day"
13dcefd6-8b81e410,"Clear, Day"
0066b72f-974f6883,"Clear, Day"
01b29c03-4b348d76,"Clear, Day"
23d675e1-a56f88ec,"Clear, Day"
4e1f88e3-94148a16,"Clear, Day"
6bd8f415-29a7452d,"Clear, Day"
b53a1501-f21dfab8,"Rainy, Night"
09b41d3b-04e40001,"Clear, Day"
02ab38da-1da726ee,"Clear, Day"
4d31f401-62f3bd58,"Cloudy, Day"
00e9be89-00000145,"Clear, Day"
2ddc4f7d-dba30d50,"Clear, Day"
a00a8844-949dd76f,"Clear, Day"
0af801e9-aa8d36ab,"Clear, Day"
c3da90b0-cfd1d6b9,"Clear, Day"
ab4796d2-ef74d367,"Clear, Day"
bc63cae9-e06137d7,"Clear, Day"
05faab83-7761d124,"Clear, Day"
932c1c93-91f79869,"Rainy, Day"
5d184926-b78d197c,"Clear, Day"
0a0ba96d-7859aaa6,"Rainy, Day"
6a82f54b-b531962a,"Rainy, Day"
59d556ec-cffeccfa,"Rainy, Day"
64fdb05b-ed6d85c4,"Clear, Day"
4997e16e-00000000,"Clear, Day"
78ecf8e1-53be0000,"Clear, Day"
8c3e2d5c-79597265,"Clear, Day"
76df02f8-a1a9a666,"Cloudy, Day"
0027eed2-815a0000,"Clear, Day"
8904a163-a3da592f,"Clear, Day"
0a723d61-9885002e,"Clear, Day"
307be9b0-6e850001,"Clear, Day"
6ebbe671-955eb02c,"Cloudy, Day"
8626d42d-031e13bf,"Cloudy, Dawn/Dusk"
4d4efedf-32bd0001,"Clear, Day"
31d360ac-1a859630,"Clear, Day"
00e9be89-00001535,"Clear, Day"
5a73a7a5-25101b93,"Clear, Day"
9bf0d115-7c59055b,"Clear, Day"
6c0d79bb-c380c2b1,"Clear, Day"
b280c9c1-a75d23e5,"Clear, Day"
2f1f0f56-c921bc72,"Clear, Day"
41c54d9e-27370001,"Clear, Day"
4b2e51e2-2d71bbf2,"Clear, Day"
55541ea8-cab338d1,"Cloudy, Day"
06293e61-89661836,"Clear, Dawn/Dusk"
36b3dc77-043e3b58,"Clear, Day"
0fd4b88c-55926d64,"Clear, Day"
27617ad7-dc3e03ee,"Clear, Day"
027adf18-47820001,"Rainy, Day"
99fda8cc-278dda16,"Clear, Day"
718c55f5-65f193ec,"Rainy, Night"
781ca67b-00000000,"Clear, Day"
29327306-53bc7eca,"Clear, Day"
11773b3e-b7282c87,"Clear, Day"
b8f63f02-f78a7452,"Rainy, Day"
2fc055f6-0512b461,"Clear, Day"
26e7f143-0f785d12,"Clear, Day"
74d28665-dff540a4,"Clear, Day"
00e9be89-00000105,"Clear, Day"
7300f8fb-84ec13e9,"Rainy, Day"
1d0bd491-c24da4bf,"Clear, Day"
22e953d9-a39ccb32,"Clear, Day"
08192d2e-469877e7,"Cloudy, Day"
4c1d2408-79034cda,"Rainy, Day"
bb9071ac-eb6e330c,"Clear, Day"
08c80bce-9dc75e4f,"Clear, Day"
28f73d40-e4720001,"Rainy, Night"
9affc986-22d44eea,"Rainy, Day"
0e6cf5cb-8e4fe4ba,"Rainy, Day"
85f3f250-d6d65ca3,"Cloudy, Day"
6e9110c1-9973f5ab,"Clear, Day"
42e8451d-9445bab4,"Clear, Day"
b5046f1e-97a3a2e5,"Clear, Day"
68c9b0c3-00000000,"Rainy, Day"
772ffd30-b9bea776,"Clear, Day"
0f1359f1-203c30d4,"Clear, Day"
2d8d98fe-a33d2342,"Rainy, Day"
66082def-00000000,"Clear, Day"
50c7e6a3-728823db,"Clear, Day"
012a9c41-edad898c,"Rainy, Day"
896425f5-36a83b80,"Rainy, Day"
60994578-2ec14c73,"Rainy, Day"
19a19d47-ff750000,"Clear, Day"
43e62372-8c11c6ba,"Clear, Day"
21ef1092-2565fec3,"Clear, Day"
4d7053e8-df578208,"Rainy, Day"
1d6c2575-1410b389,"Clear, Day"
510ff302-7ada64fb,"Rainy, Day"
65e1886b-b851155c,"Clear, Day"
5f54fb1b-989a879c,"Rainy, Day"
1d981a62-27584b3b,"Clear, Day"
15a72340-98d8dca5,"Clear, Day"
21ade3bf-5eb3f223,"Clear, Day"
3147bc43-e98fe065,"Clear, Day"
b18ff6ee-eed61648,"Clear, Night"
6bb5f68e-12018724,"Clear, Night"
1d5e05f8-5020f67d,"Cloudy, Day"
0bf8851e-e3f5b31d,"Clear, Day"
6bbcd8f1-0b0b7ddb,"Clear, Day"
05771267-dd3b3df8,"Rainy, Day"
2f891a0c-e17c274d,"Clear, Day"
c4f4718b-5356b324,"Clear, Day"
62fc466a-0e78cbf8,"Clear, Day"
9f238cfa-cc9bb02e,"Clear, Day"
ad0a8cc7-c3c77b34,"Rainy, Day"
25606b41-a32b0001,"Rainy, Day"
5a0eac86-30db548c,"Clear, Day"
0f1a2d28-bfa30000,"Clear, Day"
48bc71d2-4ca68987,"Clear, Day"
5afc9a88-8308e23a,"Clear, Day"
7c0a7d5a-bf5134a5,"Clear, Day"
4a401955-76e57039,"Clear, Day"
9adb88fa-cf4669c1,"Rainy, Day"
4e88efab-fa07d003,"Clear, Day"
9340b623-7a990e3c,"Rainy, Day"
6bb21249-61e41b15,"Clear, Day"
0bf28365-020515e2,"Clear, Day"
4f791c2e-b2c4dde4,"Clear, Day"
53bac676-91240000,"Clear, Day"
2afddd2b-f636e99f,"Clear, Day"
0ac3cbf4-73c76d25,"Rainy, Day"
5e4d654e-654a1e2b,"Clear, Day"
3b03f735-4b7998ea,"Clear, Day"
bd46953e-1bb2f914,"Clear, Day"
4e79e7cc-5d215a40,"Cloudy, Day"
0d7731fe-e24a0b6c,"Clear, Day"
5b9fc8b8-d1282781,"Clear, Day"
7a3a7548-71732142,"Clear, Day"
5ddc9b14-bbde6717,"Cloudy, Day"
58f46fa3-d38776a8,"Clear, Day"
0027eed2-a6630001,"Rainy, Day"
54c3a9ea-9033e7cc,"Clear, Day"
00bc0319-94afabc2,"Clear, Day"
31be362f-31e60968,"Clear, Day"
72d1a01b-4a230000,"Rainy, Night"
02b282b0-1b1b7293,"Clear, Day"
84059315-da7e1335,"Clear, Day"
63a626a0-d5485f8e,"Clear, Day"
1e94156c-c7638e48,"Clear, Day"
60c53601-0f7431ff,"Clear, Day"
212289f5-732658d4,"Rainy, Day"
5ad54592-aebe0000,"Clear, Day"
40f63744-416f585b,"Clear, Day"
5e1e5afc-9d713b43,"Clear, Day"
0f3b5959-891de44a,"Clear, Dawn/Dusk"
31f10ac7-85045a41,"Clear, Day"
5e3b18c5-8689b1c7,"Clear, Day"
06c58952-9b58fdad,"Clear, Day"
43766d58-3b85db97,"Clear, Day"
93e77d08-538afead,"Clear, Night"
2aae480e-02a2ab53,"Clear, Day"
0c7d02a2-73802207,"Clear, Day"
6c9dbd17-989ad660,"Clear, Day"
5ea4a6cb-c25e1022,"Clear, Day"
40cc2058-768f2e21,"Clear, Day"
b9e91422-2d610458,"Clear, Day"
704f40f4-6ed4d119,"Clear, Day"
4cdef661-12a8c2fb,"Clear, Day"
6e17f98f-5b2b16a4,"Clear, Day"
1de6d5ff-8aba6383,"Clear, Day"
00e9be89-00001260,"Clear, Day"
4f9fe2a9-6a823c54,"Clear, Day"
0c2cb3d5-0bdfd48d,"Clear, Day"
6c0f4b52-fed90df4,"Clear, Day"
ad332feb-d0f6f1b2,"Rainy, Day"
6fdd66ab-aebd0000,"Clear, Day"
6e1ba34a-a7f4972f,"Clear, Day"
5a36ceba-877d599f,"Clear, Day"
33f3e7c4-574341ed,"Clear, Day"
a9c77142-750fef71,"Clear, Day"
53d82b1f-2c2bfff8,"Rainy, Day"
474bd187-1d4a0001,"Clear, Day"
3ff5056d-00000000,"Rainy, Day"
2a7a4866-8b0e443f,"Clear, Day"
7814206e-417498d7,"Clear, Day"
5f6197ca-079b0001,"Clear, Day"
1d5df664-626ff05f,"Rainy, Night"
89b27392-783bc97a,"Clear, Day"
0a507f1c-3ee431e7,"Clear, Day"
0339a42b-1e7552b0,"Clear, Day"
79703062-77aedb97,"Clear, Day"
ad62ff26-ef0c923e,"Clear, Day"
905143ee-ea3daa73,"Clear, Day"
1b37c0f6-95854e35,"Clear, Day"
2bd188b4-00000000,"Rainy, Day"
1ffe1878-d820d127,"Clear, Day"
4a02d8f3-08d36ce5,"Rainy, Day"
6a0d6cfd-e28fa477,"Rainy, Day"
8e77dfa8-22f83fd0,"Rainy, Day"
08008acf-4c0db435,"Rainy, Night"
c64dd3d9-ed092171,"Clear, Day"
38fb00c8-a76d5ec5,"Clear, Day"
2eed00aa-9d1848bd,"Clear, Day"
5490e6aa-360b1f25,"Clear, Day"
32d8273c-bb817428,"Clear, Day"
979d176c-6dfa3f49,"Rainy, Day"
8573a787-f2561128,"Rainy, Day"
68a7e52a-65128e30,"Rainy, Day"
59426e82-96fd75ca,"Rainy, Day"
00e9be89-00001655,"Rainy, Day"
6c3bfe97-71e330d3,"Rainy, Day"
3a13dde2-fef187e8,"Clear, Day"
7bc6abdd-b382dc00,"Clear, Day"
1f67d11b-cf3f4b0e,"Cloudy, Day"
9e422278-026c502f,"Clear, Day"
60e3224d-2ede2128,"Clear, Day"
98de67f4-333f2136,"Clear, Day"
60a5d079-00000000,"Clear, Day"
34c43596-6923dfa9,"Clear, Day"
0dca3d7c-931b1cb4,"Clear, Day"
36252daa-00000000,"Rainy, Day"
550fc227-00000000,"Clear, Day"
44d406b4-220fc62e,"Rainy, Day"
0dffa115-18743b1b,"Rainy, Day"
712a4596-ceabd36e,"Clear, Day"
097650e5-433d4bdc,"Rainy, Day"
2504d789-00000000,"Clear, Day"
1c73e0e1-bdb69b8c,"Clear, Day"
198bdd15-3a077d40,"Clear, Day"
0391de8e-00000000,"Cloudy, Day"
25531db8-d8a10001,"Rainy, Day"
00e9be89-00001745,"Clear, Day"
00e9be89-00001830,"Clear, Day"
7bcc3909-38c3a8e1,"Rainy, Day"
0cb740c9-8bdcf951,"Clear, Day"
64277b4c-00000000,"Clear, Day"
5a550494-b3c04769,"Clear, Day"
42f588c3-00000000,"Cloudy, Day"
00e9be89-00001395,"Clear, Day"
504942e4-e8ae0001,"Clear, Day"
43331e94-cfdb9952,"Rainy, Day"
22d2c987-12cb972d,"Rainy, Day"
5d49bfb3-cfeb1f3e,"Clear, Day"
9275c992-590b33de,"Rainy, Day"
0c5636b3-00000000,"Rainy, Day"
955e0d15-eaf92849,"Rainy, Day"
5028150b-9ea7f260,"Clear, Day"
6b25c37d-6272aad1,"Rainy, Day"
64edf4e5-5483be02,"Clear, Day"
79105e65-a1c48df8,"Rainy, Day"
4c9b2f94-42e0f78e,"Clear, Day"
2af7f45f-db975691,"Cloudy, Night"
4702797f-7fa5f482,"Clear, Day"
545b1bf4-5dd76b21,"Clear, Day"
9c9e35fb-89c4a3bf,"Clear, Day"
4c3f4a02-02b3163a,"Clear, Day"
86bf5d25-1bfec740,"Clear, Day"
392d943b-00000000,"Rainy, Day"
4dab8d2a-be96502f,"Rainy, Day"
029abf56-094a6f08,"Clear, Day"
7fe43deb-5d021fd3,"Rainy, Day"
0c8a7a98-e267fd54,"Rainy, Day"
219b6f67-0c151840,"Rainy, Day"
b761cf92-0ec720b9,"Clear, Day"
170f07b2-1b9dc2e5,"Clear, Day"
1edacce1-d0b21511,"Clear, Day"
573ec7fa-00000000,"Clear, Day"
2edb7afb-a18b0000,"Clear, Night"
a9f11a2e-2e6abd0c,"Rainy, Day"
1d2876fe-ec7c0001,"Rainy, Day"
a5266b69-1c634f21,"Rainy, Day"
0567a28b-4a6b0001,"Clear, Day"
bcd02ab4-27b39461,"Clear, Day"
01c21ca3-faca9871,"Clear, Day"
54a92bc0-c0771ce8,"Clear, Day"
2a145c2b-00000000,"Clear, Day"
5dbcc354-592a1a0d,"Clear, Day"
7ffaf795-9835a113,"Clear, Day"
6efc158d-4b6731c0,"Clear, Day"
5cc4b739-85f1811f,"Clear, Day"
bf0e0d24-5b11b412,"Clear, Day"
1fbf13dd-e90a8282,"Clear, Day"
1cc66baa-dd8ffd3b,"Clear, Day"
6b0f3913-01dacc69,"Clear, Day"
2574ef86-717bd9ea,"Clear, Day"
2740c139-838de60f,"Rainy, Day"
040904fc-00000000,"Clear, Day"
0b4c8138-adfd774c,"Clear, Day"
066d6f37-6037d379,"Clear, Day"
69d6744a-d22e5d94,"Rainy, Day"
b3b4c0fe-2683b31e,"Clear, Day"
b726c429-11f5acde,"Rainy, Day"
86c13f5c-cf72aced,"Clear, Day"
361ee1a6-ca96aa76,"Clear, Day"
0651d531-e5c90000,"Clear, Day"
901a2533-7a36157c,"Clear, Day"
074496ba-19237a5b,"Rainy, Day"
54d8bbdd-45b60000,"Clear, Day"
3ab422c4-72280000,"Clear, Day"
6dadc504-965de408,"Clear, Day"
4e30bb3e-5faa8477,"Clear, Day"
02a1b1d9-9c61b31b,"Clear, Day"
3d06c567-00000000,"Clear, Day"
6e4890b7-df522204,"Cloudy, Night"
2a1e1100-7515a5fc,"Rainy, Day"
58b76ba6-7ad2b2d7,"Rainy, Day"
00e9be89-00001785,"Clear, Day"
0c8c70f2-160e0001,"Clear, Day"
24325a78-cecaf997,"Clear, Day"
3fb02950-68ad8961,"Clear, Day"
191fbcc1-0dec43f1,"Rainy, Day"
48c4ac5c-37a3a907,"Clear, Day"
81a98a9a-a5f57a69,"Clear, Day"
734cfd60-5a112a74,"Clear, Day"
227c4a9a-4be0ece3,"Clear, Day"
16fa70cc-e97431cb,"Cloudy, Day"
7cf55c3d-9cbeb7c6,"Clear, Day"
4c00e14b-a6ac456e,"Clear, Day"
3f534fc8-12866230,"Clear, Day"
47ac6ca9-00000000,"Clear, Day"
00e9be89-00001900,"Clear, Day"
37a593fc-13a55cce,"Clear, Day"
778f9c5e-08dcbe84,"Clear, Day"
4e49a574-a853d75d,"Cloudy, Day"
9047ff09-d3476966,"Clear, Day"
1af647e6-6c97baae,"Rainy, Day"
b06e051d-8d849b20,"Rainy, Day"
00e9be89-00001215,"Cloudy, Day"
aff19944-a9a68151,"Rainy, Day"
1ebbc434-0983eeaf,"Clear, Day"
bad89ad9-f1f414d4,"Clear, Day"
8d50828f-de973f04,"Clear, Day"
1a760b64-33c25ec5,"Rainy, Day"
3f291ac3-53bdc4d2,"Clear, Day"
0efe0129-c499802e,"Rainy, Day"
300e816b-f221ac28,"Rainy, Night"
364b9828-870f948a,"Clear, Day"
0ed7ba52-0276f1f9,"Clear, Day"
71ed43c7-ea3c1b91,"Clear, Day"
1a048790-97d28a09,"Clear, Day"
a3fcd8d1-74a7d559,"Clear, Day"
0bb001f6-80239764,"Rainy, Night"
1be335cc-307401f7,"Clear, Day"
5f8adca3-98842c33,"Rainy, Day"
68e67510-1ff65e32,"Clear, Day"
31592d2c-3ed7db81,"Clear, Day"
648cfcff-f4f55ec7,"Rainy, Day"
00e9be89-00001410,"Cloudy, Day"
7a4a1b6f-7ac694ce,"Clear, Day"
7bf75f54-ae5c04c2,"Clear, Day"
a574996c-24fe6498,"Rainy, Day"
c776d10b-ea20be3a,"Clear, Day"
1b72624e-00000000,"Clear, Day"
38f6348a-ef3b8057,"Clear, Day"
00d79c0a-23befe54,"Clear, Day"
8c32d413-85614893,"Rainy, Day"
428987f1-00000000,"Clear, Day"
4ded305d-a7a3298b,"Cloudy, Day"
6e14c72a-e4bf8f78,"Clear, Day"
4ffc2e24-a5d25ce4,"Clear, Day"
161a4e65-9f0e4144,"Clear, Day"
22e3f9a8-d7908f6c,"Clear, Day"
25bd32cc-d20c31f5,"Clear, Day"
181032f3-9203227f,"Clear, Day"
bf261d80-f339c048,"Clear, Day"
597ebee4-043f9069,"Clear, Day"
689da8a1-cb2a6dc3,"Clear, Day"
8385355d-c90a2fbb,"Rainy, Day"
307ce959-b55ab09a,"Clear, Day"
7498503f-f5e70000,"Clear, Dawn/Dusk"
5fbbefc4-5c5a262a,"Clear, Day"
bd812175-d418c63b,"Rainy, Day"
6bcbc10f-00000000,"Clear, Day"
553e4a19-a7ce0001,"Rainy, Day"
bff7ed18-b5f7d2e1,"Clear, Day"
82631ef9-070262c4,"Rainy, Day"
771df318-b9bfb8d4,"Clear, Day"
04ffc939-00000000,"Clear, Day"
4f600291-f4fac35e,"Clear, Dawn/Dusk"
7b6cdfd4-4824d4fd,"Clear, Day"
4532a5d4-19160000,"Clear, Night"
1baa651b-e3850000,"Clear, Day"
86aaf7be-b1c58a99,"Clear, Day"
0aa0297e-378da79c,"Clear, Day"
50fcee80-8d2bd5e3,"Clear, Day"
48ba7adf-2e436780,"Clear, Day"
26ed798f-d636d1c4,"Clear, Day"
217f5fb2-16bde55f,"Rainy, Night"
03e50d4c-c3a47fc3,"Clear, Day"
66c2c3a1-4cc41f07,"Rainy, Day"
2c7b30b0-9554e06c,"Clear, Day"
22e892ac-00000000,"Clear, Day"
0a62fd27-00000000,"Clear, Day"
7c302d09-d4da21c8,"Clear, Day"
064c84ab-5560b5a4,"Clear, Day"
162f1fbb-00000000,"Clear, Day"
1067d00e-00000000,"Clear, Day"
4252b0df-39f4da03,"Rainy, Day"
6a82f54b-00ad8b04,"Cloudy, Day"
9edddf0d-3146414e,"Clear, Day"
4899c3bf-00000000,"Clear, Day"
5dc0ab8c-a2380000,"Cloudy, Day"
20c18a94-d1680001,"Rainy, Day"
440a571b-351102ad,"Clear, Day"
11d0db2b-d0b29fec,"Clear, Day"
25bffe28-3fddca5a,"Clear, Day"
bd056a69-676260f6,"Clear, Day"
2ce2437c-49b9f0ec,"Cloudy, Day"
afdc295b-5efb0393,"Clear, Day"
2c20f167-2b54cdab,"Clear, Day"
52407592-00000000,"Clear, Day"
6e09762a-bab508de,"Rainy, Day"
16a4ac1c-bcfbdf08,"Clear, Day"
1033005c-8c97322c,"Rainy, Day"
522b9664-652e1d74,"Clear, Day"
6d1455b2-62842d15,"Rainy, Day"
08c62946-dca06bcf,"Clear, Day"
2c383a65-028a1106,"Clear, Day"
a93af51d-96dae531,"Rainy, Day"
2f2e4c91-bb3746ce,"Cloudy, Day"
87e78191-291740fc,"Rainy, Day"
73bc6319-00000000,"Clear, Day"
5a5be149-cb8f56c1,"Clear, Day"
bd931a20-031fbc84,"Clear, Day"
342796fb-e2efc9aa,"Clear, Day"
42f17eef-9158dc4d,"Clear, Day"
217772f3-ffb3b118,"Clear, Day"
1c2cb245-196b3586,"Clear, Day"
97ebca09-17e21801,"Clear, Day"
a327cb1b-04d439dc,"Rainy, Day"
a77f8246-37f29456,"Clear, Day"
0335a578-bc537992,"Clear, Day"
4524d988-7f903d26,"Clear, Day"
7979945c-59692977,"Rainy, Day"
5d77c3fc-7c0324f8,"Rainy, Day"
1527bec6-44012e7b,"Clear, Day"
2d20e8bb-5a4ec16d,"Clear, Day"
0d29f0cb-b57f61b8,"Rainy, Day"
1bfadf5d-fde0b489,"Rainy, Day"
00e9be89-00001680,"Clear, Day"
4bad37dd-d3870001,"Clear, Day"
411e334e-eba9b296,"Clear, Day"
41895080-b4849245,"Clear, Day"
878b001c-25af9955,"Clear, Day"
3170aba7-d3105b12,"Rainy, Day"
57671c58-6f118aeb,"Rainy, Day"
c74a122c-e7005b78,"Clear, Day"
7aade2ac-0363953e,"Clear, Day"
669d4cf4-408fef3c,"Clear, Day"
6188b7cc-8e1f5358,"Clear, Day"
441ac7d3-ce610000,"Clear, Day"
2ecb2335-5d64202c,"Clear, Day"
6e586765-c7924cd9,"Clear, Day"
1dd59ad5-22823341,"Cloudy, Day"
33135915-5684921f,"Clear, Day"
0d792952-00000000,"Clear, Day"
0977bc8b-ee7159d4,"Clear, Day"
1bef82fc-769efc1c,"Rainy, Day"
21af0c6b-46002981,"Clear, Day"
8702477e-30c2c26a,"Clear, Day"
bd354e59-e5a9e8c6,"Rainy, Day"
1cf30ee5-293f7984,"Clear, Day"
41009619-71649668,"Clear, Day"
62232ce0-7a4d363b,"Clear, Day"
707dd947-66e02ad8,"Clear, Day"
5f697884-a2e2d6d8,"Clear, Night"
290013a9-1fc97b5b,"Cloudy, Day"
3e0f431c-b26de910,"Clear, Day"
7c8837cb-eb543fa7,"Rainy, Day"
26ed798f-e07dd4b6,"Clear, Day"
a332e6ef-2fb7a47e,"Clear, Day"
5ba1a98c-492f0c7d,"Clear, Day"
b873c993-69e9f8fb,"Clear, Day"
6ded03b6-cbc1773a,"Clear, Day"
00e9be89-00001390,"Clear, Day"
0e5016e5-00000000,"Clear, Day"
83a3ef4b-9e72764d,"Clear, Day"
20b041b8-f5ff8c5a,"Clear, Day"
406b4493-c0bb2678,"Clear, Day"
3d3a3638-d2cf7766,"Rainy, Day"
40b1c282-ecb7194f,"Clear, Day"
4875e9c3-d2890000,"Clear, Day"
77dd5152-c97dc72b,"Clear, Day"
0f20fbcb-5af70000,"Rainy, Dawn/Dusk"
6c9d5cfb-aa700f16,"Clear, Day"
6306c8ad-cbdb1d0c,"Clear, Day"
1b9b0628-b64d7fce,"Clear, Day"
36263df4-d49f42cd,"Clear, Day"
3ed8a0a4-1b92a9a1,"Clear, Day"
19444de1-44187e28,"Clear, Day"
7211a7a3-1a0c3f31,"Clear, Day"
4873d330-d3992300,"Clear, Day"
90c5e21c-20205b7d,"Clear, Day"
21575924-d44ed1ea,"Clear, Day"
91051a8d-dc9c6637,"Rainy, Day"
495e2c3d-01f03645,"Rainy, Day"
a616e0d1-152c827c,"Clear, Day"
0b823757-7065147b,"Clear, Day"
0ea7f502-16d9fb4e,"Rainy, Day"
34eb51fe-89cb0bc8,"Rainy, Day"
a38d3f1d-fade0f28,"Rainy, Day"
10035541-5dc5b2fe,"Clear, Day"
4f0458dd-d314ef06,"Clear, Day"
307be9b0-6e850000,"Clear, Day"
10a3e362-576d9181,"Clear, Day"
6057a144-00000000,"Clear, Day"
023d0f3c-564e6d31,"Clear, Day"
705c6dce-911923e6,"Clear, Day"
46dcaff1-6dc80000,"Clear, Day"
73b09461-29fd15f1,"Clear, Day"
36f367f5-82d440d6,"Clear, Day"
80985724-bc3ff370,"Clear, Day"
0be36567-bee11e9c,"Clear, Day"
80ce1413-656babeb,"Rainy, Day"
16ca9fed-7d8bb86b,"Rainy, Day"
840d9237-143128a5,"Clear, Day"
4fcc697d-99e8090f,"Clear, Day"
4fa06b93-1f783439,"Rainy, Day"
7291f215-f66e0001,"Clear, Day"
3bef965d-a8864b9f,"Rainy, Day"
3a25bbac-014b3d26,"Clear, Day"
543e242d-719d8e91,"Clear, Day"
6e8e4306-cd9d970b,"Rainy, Day"
bceeedca-f0bf8606,"Clear, Day"
6bb08d1f-92d73bc5,"Clear, Day"
30ed03db-fc95d89b,"Clear, Day"
65a5b3b3-fc48406d,"Clear, Day"
1a3e80fd-9bfaf43b,"Clear, Night"
7e36ad82-91a9452d,"Clear, Day"
a1acfdb8-68db64af,"Clear, Day"
3a1a8bc4-6e56c50f,"Clear, Day"
23b2a741-cee8edea,"Clear, Day"
0c8c70f2-91d10000,"Clear, Day"
196fd10e-21e3fbdf,"Rainy, Day"
0bc15ee2-9a9e181b,"Clear, Day"
64078cfd-2efddbeb,"Clear, Day"
4f96b135-c007f1c5,"Clear, Day"
164b2a2d-78a90000,"Clear, Day"
06b4defc-5d3e87b0,"Clear, Day"
524d5d48-973a88c2,"Clear, Day"
2e1ed4df-39e92665,"Clear, Day"
974caf56-eaf48ce9,"Rainy, Day"
545368ae-e26ea38e,"Clear, Day"
05f899e8-b72038aa,"Clear, Day"
c7d72934-2162b615,"Clear, Day"
a7e8be68-102d00c2,"Clear, Day"
6301eaeb-73d676eb,"Clear, Day"
45cd6d97-00000000,"Clear, Day"
6b561eae-1462241e,"Rainy, Day"
555b2016-fbca3966,"Clear, Day"
3e98ab9f-cba5498c,"Rainy, Day"
7a4a57a1-ab44abce,"Clear, Day"
35be1e3a-023ec695,"Rainy, Day"
8e0572f0-27bf8022,"Clear, Day"
0ca68027-29e38754,"Rainy, Day"
